TV,Radio,Social Media,Sales,Performance,Total_Investment,ROI
35.0,6.464550157,1.375936383,125.9820861,Basse Performance,42.84048654,194.0724914091977
63.0,25.44021521,3.473814317,222.9887428,Haute Performance,91.91402952700001,142.60577405595782
70.0,20.26713398,5.456285569,247.4390273,Haute Performance,95.723419549,158.49371916068887
18.0,8.61923361,0.380371928,66.16931358,Basse Performance,26.999605538,145.0751122525529
66.0,19.70536729,6.268882402,235.4197611,Haute Performance,91.974249692,155.9626872612335
73.0,33.44696021,5.205860619,260.7418065,Haute Performance,111.652820829,133.5290810962445
75.0,32.98398494,5.622825529,267.7448033,Haute Performance,113.606810469,135.67671884693902
78.0,18.1590474,4.246496176,274.0939965,Haute Performance,100.40554357599999,172.98691560046183
57.0,17.89151781,4.776428455,203.5732333,Haute Performance,79.667946265,155.52715093577666
69.0,19.03006896,2.701390218,246.2403062,Haute Performance,90.731459178,171.39462809356738
54.0,24.36575611,5.020143563,194.5312641,Basse Performance,83.38589967300001,133.29035827742993
51.0,13.35489142,6.071647853,180.6283071,Basse Performance,70.426539273,156.47761336080438
90.0,23.85096981,1.784880296,319.6358643,Haute Performance,115.63585010599999,176.41589006091033
58.0,25.10416247,6.380922006,203.6774283,Haute Performance,89.48508447600001,127.61047776026462
78.0,24.99209995,4.209574548,277.2413366,Haute Performance,107.201674498,158.61661013995854
42.0,25.88765729,3.593714636,150.9429499,Basse Performance,71.481371926,111.16403593409119
91.0,35.43036545,4.872217981,324.8525007,Haute Performance,131.302583431,147.40754691297545
53.0,12.94363013,1.404957117,187.1575553,Basse Performance,67.348587247,177.89381032389338
65.0,18.74248941,2.46078708,231.2809731,Haute Performance,86.20327649000001,168.29719532392681
61.0,24.66064552,3.371495534,217.4423705,Haute Performance,89.03214105400001,144.22907045233956
46.0,15.57567824,3.61510014,168.7156804,Basse Performance,65.19077838,158.80298501200377
53.0,22.58564193,2.507439565,185.5270333,Basse Performance,78.093081495,137.57166415808365
65.0,23.57866143,2.856656795,232.5550232,Haute Performance,91.435318225,154.33828821784033
28.0,15.04649578,4.417364136,97.30120741,Basse Performance,47.463859916000004,105.00062064526676
26.0,3.205844812,1.792202945,95.06003466,Basse Performance,30.998047757,206.66458547710795
89.0,29.19640099,5.766582735,314.8741782,Haute Performance,123.962983725,154.00661450559966
86.0,28.01877818,4.629252433,303.3890111,Haute Performance,118.648030613,155.70505429591034
27.0,13.2703404,0.858878019,92.40045362,Basse Performance,41.129218419000004,124.6589095826698
70.0,18.78284141,3.505200696,249.5859488,Haute Performance,92.288042106,170.44234887259947
52.0,19.83234262,1.810460465,188.8523237,Basse Performance,73.642803085,156.4436927828818
58.0,24.29613986,3.260725855,207.138848,Haute Performance,85.556865715,142.1066343056604
10.0,2.112089417,2.920708705,32.23703002,Basse Performance,15.032798121999999,114.44464136601542
22.0,3.119413491,2.819735385,80.24244109,Basse Performance,27.939148876,187.20431479904184
33.0,12.12654395,0.210453262,117.4527316,Basse Performance,45.336997212,159.06597000851238
55.0,16.34726096,1.401877027,193.3989459,Basse Performance,72.749137987,165.8436254386405
59.0,24.11862064,4.750725408,213.9125352,Haute Performance,87.869346048,143.44386844889794
63.0,14.02166314,2.265041568,226.1960569,Haute Performance,79.286704708,185.28876024428456
59.0,24.99656438,7.915971311,206.9934179,Haute Performance,91.91253569099999,125.20694956767322
54.0,27.34182453,5.53069564,188.9448767,Basse Performance,86.87252017,117.49671395540912
31.0,11.16309579,2.308968966,105.850716,Basse Performance,44.472064756,138.016194167641
42.0,6.888967892,1.847115421,151.0677477,Basse Performance,50.736083312999995,197.75208852452403
41.0,5.526393657,0.482566921,147.427697,Basse Performance,47.008960578,213.61615995609898
10.0,6.090843306,1.41702401,37.33877488,Basse Performance,17.507867316,113.26855068108175
81.0,27.93114808,4.88405347,284.7101658,Haute Performance,113.81520155,150.15126443801483
56.0,20.84734986,4.647692649,202.3921238,Haute Performance,81.495042509,148.34900083357658
91.0,29.89437658,5.836856118,324.7810603,Haute Performance,126.731232698,156.27546847425677
75.0,31.43960904,5.03708252,258.3127255,Haute Performance,111.47669155999999,131.7190453763768
16.0,1.342911026,2.244921251,55.67769137,Basse Performance,19.587832277,184.24631466431666
50.0,10.70249963,3.106184502,181.4839824,Basse Performance,63.808684131999996,184.4189390029843
17.0,9.736331095,0.598563708,53.74971174,Basse Performance,27.334894803,96.63405375205973
53.0,17.31799684,3.417844432,185.4875495,Basse Performance,73.735841272,151.55683626876296
45.0,11.70794329,3.509534146,166.6248154,Basse Performance,60.217477436,176.7050738335747
74.0,22.67960376,3.535072235,259.9159326,Haute Performance,100.214675995,159.35915076247713
92.0,25.05226608,7.118749557,333.0185055,Haute Performance,124.171015637,168.19342967568386
64.0,22.85140519,0.667171404,221.5444894,Haute Performance,87.51857659400001,153.1399595628117
18.0,7.022067609,0.289604731,61.84675049,Basse Performance,25.31167234,144.34083082003107
11.0,6.244162288,0.759346585,42.1961076,Basse Performance,18.003508872999998,134.3771311340415
42.0,11.75924833,5.010336123,147.8598054,Basse Performance,58.769584453,151.5923955838899
82.0,28.87955407,0.832748001,287.8613141,Haute Performance,111.712302071,157.6809436055185
24.0,6.816992888,3.927796211,90.57296989,Basse Performance,34.744789099,160.68073008567146
28.0,4.140973909,2.501202365,97.13687326,Basse Performance,34.642176274,180.40060904864154
31.0,9.9541245,3.674953196,107.2140847,Basse Performance,44.629077695999996,140.23370016810668
83.0,32.56646841,5.179906086,295.7818291,Haute Performance,120.746374496,144.96125066661813
100.0,33.3317102,6.057539518,355.8934821,Haute Performance,139.389249718,155.3234792640123
42.0,12.81137191,2.234517357,150.5288403,Basse Performance,57.045889267,163.8732470195327
59.0,16.97645374,4.517268013,208.1119326,Haute Performance,80.493721753,158.54430391304854
31.0,14.95348305,0.048020677,109.541122,Basse Performance,46.001503727,138.12508967115835
87.0,27.14848005,1.178327441,308.2334271,Haute Performance,115.326807491,167.2695393254983
32.0,25.48626583,4.172270036,115.3396212,Basse Performance,61.658535866,87.06188783117219
80.0,29.3511274,5.061329165,287.8993425,Haute Performance,114.412456565,151.63286511240898
53.0,15.46760824,3.337645908,191.3995094,Basse Performance,71.805254148,166.55362712803804
81.0,28.10521,5.05968854,282.7692806,Haute Performance,114.16489854,147.68495765003112
20.0,8.529031827,4.146156202,76.28530204,Basse Performance,32.675188029,133.4655334570531
74.0,24.55606412,3.088863718,260.0143108,Haute Performance,101.644927838,155.80647881850678
15.0,12.09400595,1.192826643,54.9276914,Basse Performance,28.286832593,94.18113081205381
15.0,13.12882152,2.864042827,51.85463333,Basse Performance,30.992864347,67.31152290226878
82.0,27.87458605,2.319345751,287.7861637,Haute Performance,112.193931801,156.50777994878584
37.0,12.70924201,4.63850598,129.6371619,Basse Performance,54.347747989999995,138.5327206637031
55.0,14.4918081,3.340074777,195.9514284,Haute Performance,72.831882877,169.04622077521577
22.0,8.781468479,5.393660696,76.39933461,Basse Performance,36.175129175,111.19298355622249
78.0,26.46683247,3.613317648,280.4982549,Haute Performance,108.080150118,159.5280026848195
14.0,1.173467778,1.04234225,54.05961472,Basse Performance,16.215810028,233.3759745992012
13.0,2.320134594,0.98234869,49.43055198,Basse Performance,16.302483284,203.20872666382917
83.0,31.67189416,3.754571593,296.6386935,Haute Performance,118.42646575299999,150.48344693380795
29.0,19.64763273,0.856130365,105.8301332,Basse Performance,49.503763095,113.7819967280207
33.0,21.12198513,5.403303971,119.5591274,Basse Performance,59.525289101,100.85434141636358
91.0,32.53312607,5.651035573,319.9299447,Haute Performance,129.184161643,147.65415561090634
48.0,26.55069861,6.375071446,173.8700185,Basse Performance,80.925770056,114.85123759673004
74.0,24.31771749,5.292837316,265.5225104,Haute Performance,103.61055480600001,156.2697506032694
47.0,12.13185864,2.877687142,166.7506926,Basse Performance,62.009545782000004,168.9113272756854
65.0,16.2577251,3.206348981,231.6574682,Haute Performance,84.464074081,174.26745716509407
43.0,26.15918496,5.231818374,152.0813142,Basse Performance,74.391003334,104.4350894384188
68.0,20.31684589,2.650210785,238.7782899,Haute Performance,90.967056675,162.48874991425575
54.0,17.13626299,3.315389379,190.214326,Basse Performance,74.451652369,155.48704420588652
33.0,5.809820873,1.228691086,112.8110661,Basse Performance,40.038511959,181.75639048604035
89.0,32.42627304,5.848850272,319.5034464,Haute Performance,127.275123312,151.03369620532587
77.0,17.66608651,1.874090882,275.6752779,Haute Performance,96.540177392,185.5549734289637
20.0,8.17845257,0.768759682,74.80941764,Basse Performance,28.947212251999996,158.43392789864018
55.0,17.46309474,4.0178371,202.9779971,Haute Performance,76.48093184,165.3968671885889
35.0,14.07835325,1.116862626,121.2157974,Basse Performance,50.195215876,141.48874605788336
30.0,10.78600157,0.476179479,107.7561749,Basse Performance,41.262181049,161.14997356062327
46.0,12.45429943,2.053708325,171.1083392,Basse Performance,60.508007755,182.78627168295864
19.0,4.71875797,1.231213712,71.68777576,Basse Performance,24.949971681999997,187.32608066132073
73.0,15.9583118,3.916944379,259.254776,Haute Performance,92.875256179,179.14299961696364
41.0,16.68829782,4.329400124,144.3539082,Basse Performance,62.017697944000005,132.76244198929626
18.0,8.202802332,0.104486847,64.16784653,Basse Performance,26.307289178999998,143.9166046086668
41.0,20.37854572,3.688392213,145.4082544,Basse Performance,65.066937933,123.4748691412652
94.0,35.77368976,2.094505692,332.9227403,Haute Performance,131.868195452,152.46628966056016
60.0,26.91641432,5.854134269,215.8550141,Haute Performance,92.770548589,132.6762290220998
15.0,13.56012868,3.317589703,54.25437178,Basse Performance,31.877718382999998,70.19527912302908
83.0,30.59480726,4.644486108,294.980643,Haute Performance,118.23929336799999,149.47767751108097
24.0,23.86128886,6.666099409,83.22987557,Basse Performance,54.527388269,52.63866143634463
49.0,17.97929137,1.427125794,176.9483511,Basse Performance,68.406417164,158.67215158451825
48.0,14.96439256,0.029690363,172.7051377,Basse Performance,62.994082923,174.1608889061912
96.0,25.18516071,5.737247752,344.5442238,Haute Performance,126.922408462,171.4605151092409
83.0,30.05661135,4.918533475,297.3589613,Haute Performance,117.975144825,152.0522112866158
62.0,29.01072891,3.913406431,219.2352407,Haute Performance,94.924135341,130.95837524611832
43.0,12.21216027,3.794746614,151.4086258,Basse Performance,59.006906883999996,156.5947510138939
30.0,6.374571472,2.643270095,108.4419045,Basse Performance,39.017841567,177.92901950710825
48.0,16.38246157,4.722281354,170.1684126,Basse Performance,69.104742924,146.2470814588628
36.0,14.77598499,8.008030729,124.1659072,Basse Performance,58.784015718999996,111.22392827590966
25.0,0.981140161,1.377660378,92.30243141,Basse Performance,27.358800539,237.3774785134413
35.0,19.15649829,3.724764606,130.4787495,Basse Performance,57.881262896,125.42484903005973
12.0,9.359062905,5.249310703,46.28755521,Basse Performance,26.608373608,73.95860375353159
65.0,23.90796255,2.558253102,234.1814534,Haute Performance,91.466215652,156.030548252905
54.0,25.98585962,5.632778725,192.5204901,Basse Performance,85.618638345,124.85815451098318
66.0,18.4512205,5.734660378,237.6357535,Haute Performance,90.185880878,163.4955174651612
25.0,0.965159981,2.585389556,85.23426236,Basse Performance,28.550549537,198.53807979962318
45.0,17.48619727,2.355668427,160.0859022,Basse Performance,64.841865697,146.88663794479095
89.0,29.61754574,4.126546307,312.5500486,Haute Performance,122.744092047,154.63551311318622
36.0,19.40384887,3.950262553,128.5800848,Basse Performance,59.354111423000006,116.63214513253517
33.0,18.64876502,2.010872689,115.0849847,Basse Performance,53.659637709,114.4721612250049
45.0,13.66591101,1.50638398,158.8647624,Basse Performance,60.172294990000005,164.0164587812408
68.0,18.16783386,7.064557009,244.8659231,Haute Performance,93.232390869,162.6403987044148
63.0,20.34360352,2.500255148,228.6476926,Haute Performance,85.843858668,166.3529996761818
35.0,5.926629445,2.13583865,124.0794271,Basse Performance,43.062468095,188.1382154554372
84.0,23.67261088,3.107645702,298.9033009,Haute Performance,110.780256582,169.816400613543
96.0,25.060946,8.261168242,338.015537,Haute Performance,129.322114242,161.37489243910193
45.0,14.19071291,3.321536823,159.7279843,Basse Performance,62.512249733000004,155.51469509132087
60.0,24.1929876,8.82769045,209.9028365,Haute Performance,93.02067805,125.65180226613066
52.0,18.40548389,4.588627993,182.230109,Basse Performance,74.994111883,142.99255558129855
73.0,18.81071051,3.011655016,262.4962475,Haute Performance,94.82236552600001,176.82946533117686
15.0,4.649777313,2.389716886,53.43080271,Basse Performance,22.039494199,142.43207320258884
69.0,21.91504373,1.356265564,245.8102151,Haute Performance,92.271309294,166.39940083302142
99.0,44.86129883,8.579322566,355.1480811,Haute Performance,152.440621396,132.97470047528878
16.0,2.724758095,1.03482819,57.62937919,Basse Performance,19.759586284999997,191.6527621519481
65.0,15.60966355,6.728207899,233.5142029,Haute Performance,87.33787144899999,167.36878175048966
79.0,31.42973368,3.255131985,280.6104663,Haute Performance,113.684865665,146.83185810052032
44.0,12.77031589,2.776046037,155.3676653,Basse Performance,59.546361927,160.91882068374008
42.0,15.79333037,1.878801595,148.7902583,Basse Performance,59.672131965,149.3463085704248
22.0,11.78493468,0.009092532,80.96231466,Basse Performance,33.794027211999996,139.57581069607153
42.0,8.342327563,4.017463021,155.1794634,Basse Performance,54.359790583999995,185.46736794397216
62.0,23.55330281,5.89293156,219.5485134,Haute Performance,91.44623437,140.08480492667002
23.0,7.956173782,0.912076126,83.03620465,Basse Performance,31.868249908,160.56091843673892
89.0,34.21397898,4.786459552,318.7117311,Haute Performance,128.000438532,148.99268686514878
67.0,27.11403284,2.646603229,236.0287822,Haute Performance,96.76063606899999,143.9305814729121
94.0,37.47520003,6.093510288,334.0609261,Haute Performance,137.568710318,142.8320548530215
50.0,10.37446633,4.32978936,176.586201,Basse Performance,64.70425569000001,172.91280784687436
96.0,37.00648765,7.150101013,343.3204752,Haute Performance,140.156588663,144.95493110602033
86.0,32.60830419,4.793069167,306.0828436,Haute Performance,123.401373357,148.03844177203987
66.0,20.15441348,3.50221048,236.001644,Haute Performance,89.65662396,163.22834117119035
60.0,26.09727976,1.525980545,217.2293131,Haute Performance,87.62326030499999,147.912839974073
59.0,16.84366435,1.582101781,207.1893113,Haute Performance,77.425766131,167.5973666821035
63.0,21.40157977,2.332838624,221.2850004,Haute Performance,86.734418394,155.12939902910304
61.0,16.13495534,3.038417797,216.0157622,Haute Performance,80.173373137,169.43579114586208
54.0,10.86707292,2.932960829,198.5214102,Haute Performance,67.800033749,192.8042940729776
80.0,26.45466629,7.956071282,279.1802705,Haute Performance,114.410737572,144.01579469261668
51.0,17.8984319,0.925631096,179.9306044,Basse Performance,69.824062996,157.69139846575194
56.0,25.32563097,2.071338689,203.4231182,Haute Performance,83.39696965899999,143.92147464323014
100.0,39.52324828,9.351920567,355.9499829,Haute Performance,148.875168847,139.09291633839368
47.0,13.94312816,6.153942854,169.7149304,Basse Performance,67.097071014,152.93940232441517
55.0,25.73139014,3.820392929,193.0003865,Basse Performance,84.551783069,128.26294076199264
20.0,12.35406098,4.3558596,72.20876316,Basse Performance,36.70992058,96.70095172949023
89.0,25.89509413,2.400939144,315.4790544,Haute Performance,117.29603327400001,168.95969590297258
30.0,6.334378802,0.795481886,102.5736407,Basse Performance,37.129860688,176.25646527984622
54.0,23.74559638,3.850858082,187.4913834,Basse Performance,81.596454462,129.77883614699945
66.0,12.05703979,3.722753612,236.7567928,Haute Performance,81.77979340200001,189.5052468966128
55.0,10.11533608,2.92221083,191.2725417,Basse Performance,68.03754691,181.1279218414725
78.0,29.7134494,5.312680855,271.1260094,Haute Performance,113.026130255,139.87905167442997
53.0,17.04016276,3.156623295,190.4596035,Basse Performance,73.196786055,160.20213969079023
96.0,22.45101738,1.115810985,344.9342002,Haute Performance,119.56682836499999,188.48653503380066
44.0,8.517662372,0.443216978,153.0552548,Basse Performance,52.960879350000006,188.99681553342634
65.0,19.80994369,6.390368242,232.3273365,Haute Performance,91.20031193199999,154.74401521041503
41.0,10.71151338,1.080983657,139.6303564,Basse Performance,52.792497037,164.4890168808251
68.0,26.11363167,2.738414665,239.7887643,Haute Performance,96.852046335,147.58254819996108
67.0,15.84088866,5.144712635,238.8459113,Haute Performance,87.98560129500001,171.46022506477206
87.0,28.65521764,4.32703635,306.9499787,Haute Performance,119.98225399,155.82948185452733
69.0,19.65653268,3.380057305,245.0944279,Haute Performance,92.03658998499999,166.3010743226636
64.0,24.59745898,7.320931129,231.2683509,Haute Performance,95.918390109,141.10950010440192
61.0,27.02285841,2.95767597,218.3675799,Haute Performance,90.98053438,140.01571477689976
97.0,26.74517188,8.197650451,344.687169,Haute Performance,131.942822331,161.23980290136302
89.0,37.37620072,2.616112731,314.5549903,Haute Performance,128.992313451,143.85560804713316
46.0,12.56388433,5.640950375,169.4035697,Basse Performance,64.204834705,163.84861899941558
25.0,3.894421609,1.756190542,87.35248595,Basse Performance,30.650612150999997,184.99426216892073
80.0,24.16999806,3.53517966,286.0300404,Haute Performance,107.70517772,165.56758593685188
31.0,9.246981499,2.709764692,109.0749985,Basse Performance,42.956746191,153.91820417453462
74.0,29.66161056,6.605580895,264.2402183,Haute Performance,110.267191455,139.6363005290076
76.0,19.86221522,2.198497564,269.4416982,Haute Performance,98.060712784,174.77028317497937
70.0,14.86819499,5.769506631,245.7659287,Haute Performance,90.637701621,171.15198676116702
48.0,22.61030252,3.849709776,169.1387631,Basse Performance,74.460012296,127.15382107059652
30.0,9.820597494,3.39200924,104.1918592,Basse Performance,43.212606734,141.11449661290874
25.0,12.54018005,1.757871648,90.33184491,Basse Performance,39.298051698,129.8634181770321
73.0,29.58800787,5.256752406,262.8823829,Haute Performance,107.844760276,143.7599955966543
50.0,16.07391542,2.133291153,176.445489,Basse Performance,68.207206573,158.69039045185943
43.0,5.53180147,0.738537115,150.8313558,Basse Performance,49.270338585,206.1301386021316
73.0,21.29185882,4.094001423,258.1435466,Haute Performance,98.385860243,162.37870560100785
84.0,23.97771882,4.967358267,299.7485752,Haute Performance,112.945077087,165.39321848362448
28.0,9.969769741,5.801150248,101.3861216,Basse Performance,43.770919989,131.62894822745142
43.0,16.56616065,3.758375149,159.5372458,Basse Performance,63.324535799,151.93591044455687
74.0,31.10028424,4.276767478,263.9106303,Haute Performance,109.377051718,141.28519296755613
65.0,23.37873921,0.496559529,240.2716802,Haute Performance,88.87529873899999,170.34697335376123
37.0,2.321754718,1.76389766,129.8158556,Basse Performance,41.085652378,215.96396329710484
43.0,14.50355259,5.540172367,153.1050313,Basse Performance,63.043724956999995,142.85530622504905
65.0,19.43854953,1.017771272,228.8209795,Haute Performance,85.45632080200001,167.7636684478519
10.0,7.951313088,5.221649163,39.15997494,Basse Performance,23.172962251,68.9899397230067
58.0,20.06195686,2.818226959,210.3024538,Haute Performance,80.880183819,160.01727972160808
87.0,36.60536537,9.215618373,307.9358339,Haute Performance,132.820983743,131.84275949637285
84.0,28.04443897,3.311678578,301.138568,Haute Performance,115.356117548,161.05123369351907
42.0,6.69975335,2.161864768,147.9228529,Basse Performance,50.861618118,190.83394979061805
64.0,14.23847068,0.455445095,227.245536,Haute Performance,78.69391577500001,188.77141741139891
69.0,19.7854764,2.708754057,244.2201654,Haute Performance,91.49423045699999,166.9241155208988
38.0,10.73453527,0.51088457,136.5902837,Basse Performance,49.245419840000004,177.366472138498
62.0,19.80149851,7.431546241,220.3647427,Haute Performance,89.23304475100001,146.95418980145294
35.0,16.17611461,2.801679964,127.0595564,Basse Performance,53.977794574,135.39227084539314
38.0,8.937947856,0.801876265,134.7800375,Basse Performance,47.739824121,182.32202355498913
29.0,8.217607504,1.975593443,103.8727026,Basse Performance,39.193200947,165.0273519135742
61.0,23.67190912,3.362017203,217.368027,Haute Performance,88.03392632299999,146.91392975302279
77.0,29.86234905,0.917605295,276.1736609,Haute Performance,107.77995434500001,156.2384281737376
74.0,22.36140177,2.046320049,271.2348159,Haute Performance,98.407721819,175.62350889382293
74.0,24.71108346,0.793258638,262.5577619,Haute Performance,99.504342098,163.86563275943445
94.0,24.21879807,3.462431445,336.1558034,Haute Performance,121.68122951499998,176.25937438326193
55.0,22.93162206,2.01995944,195.8963478,Haute Performance,79.95158149999999,145.01872774086405
92.0,33.15174003,6.429606019,329.5311298,Haute Performance,131.581346049,150.439093150244
47.0,16.5207045,0.595258971,171.7323311,Basse Performance,64.115963471,167.84644853332895
36.0,16.58347729,0.710402473,128.7500819,Basse Performance,53.29387976300001,141.58511722651215
25.0,1.908465673,1.922723544,90.19350726,Basse Performance,28.831189217,212.83311479506497
80.0,29.71334143,2.22160046,283.0834947,Haute Performance,111.93494189,152.9000238175761
40.0,8.209850573,5.633470777,142.8491442,Basse Performance,53.84332135,165.30522378333933
66.0,24.9112458,3.124255381,236.6491764,Haute Performance,94.035501181,151.65939823566896
23.0,6.115897898,2.00102528,80.9603373,Basse Performance,31.116923178,160.18104951083285
82.0,17.35969287,4.361815987,295.518075,Haute Performance,103.721508857,184.91494026318915
82.0,23.57063476,5.577005503,286.6589042,Haute Performance,111.147640263,157.9082232620516
18.0,0.767382803,0.514440496,66.72337848,Basse Performance,19.281823299,246.04288943701934
53.0,20.03308237,4.304445001,190.4565967,Basse Performance,77.33752737100001,146.26672609579362
93.0,29.60636034,4.53404604,331.0361116,Haute Performance,127.14040638,160.3704998476976
14.0,5.24203637,1.379918092,49.39806523,Basse Performance,20.621954462,139.54114204366823
22.0,16.10246464,4.881430652,74.81459598,Basse Performance,42.983895292,74.0526201075225
12.0,8.270664197,1.837365198,43.64177876,Basse Performance,22.108029395000003,97.4023915938438
60.0,23.6001629,1.991318497,209.3217765,Haute Performance,85.591481397,144.55912327197643
69.0,23.96530468,4.49419079,244.6548065,Haute Performance,97.45949547000001,151.03229328260753
75.0,20.35778359,6.382532621,269.0378784,Haute Performance,101.74031621099999,164.43585829047393
17.0,10.62493206,5.604877885,62.50050231,Basse Performance,33.229809945,88.08564482748203
45.0,25.54478363,4.020040406,153.9473267,Basse Performance,74.564824036,106.46106081558511
22.0,1.631346708,3.584063728,79.27951356,Basse Performance,27.215410436,191.30375875254356
42.0,20.92321366,3.35024021,154.549281,Basse Performance,66.27345387,133.19937618334967
68.0,13.86615704,0.040676461,239.7627292,Haute Performance,81.90683350100001,192.72616087285647
65.0,18.5065161,4.245568702,234.1596648,Haute Performance,87.752084802,166.8422811017513
75.0,19.12302371,1.254935551,266.5079866,Haute Performance,95.377959261,179.42303302034998
24.0,6.155116452,1.258231325,86.58322079,Basse Performance,31.413347777000002,175.6255761233888
48.0,22.65504441,5.973427536,168.7785465,Basse Performance,76.628471946,120.2556598269871
18.0,12.09442343,0.487387374,64.20709331,Basse Performance,30.581810804,109.95190154535234
52.0,31.47852666,8.214623871,184.0322232,Basse Performance,91.693150531,100.70443880950697
95.0,36.90617957,5.525357936,335.5569132,Haute Performance,137.431537506,144.1629623661528
80.0,27.53148648,8.330084621,281.6446174,Haute Performance,115.861571101,143.0871726696007
72.0,25.93209391,0.237228908,253.9660258,Haute Performance,98.169322818,158.70202473621794
27.0,4.174456912,0.233593939,90.43207739,Basse Performance,31.408050851,187.92642312956758
67.0,21.66430854,4.774567506,239.8007363,Haute Performance,93.438876046,156.63914897900312
17.0,16.6928453,2.12301111,58.79957954,Basse Performance,35.81585641,64.17192113709392
35.0,14.50214433,3.448791566,125.1620963,Basse Performance,52.950935896,136.37371876831162
15.0,13.49819708,2.084050121,53.99688051,Basse Performance,30.582247201,76.56282795410262
40.0,15.16117672,1.608331687,141.6279548,Basse Performance,56.769508407000004,149.47891707044704
40.0,19.51414899,4.048576792,140.9935076,Basse Performance,63.562725781999994,121.81790643082712
28.0,4.51613662,2.92255466,100.4237046,Basse Performance,35.43869128,183.37306196370352
23.0,6.097325008,1.785855988,80.63484412,Basse Performance,30.883180996,161.09630394111232
66.0,29.203523,7.078862302,237.9509754,Haute Performance,102.28238530200001,132.64120669206486
35.0,16.58991748,2.529490549,118.1016505,Basse Performance,54.119408029,118.22420976355652
67.0,17.5538255,3.39216147,237.7424954,Haute Performance,87.94598697,170.32784961649054
68.0,23.5828261,4.234526407,241.230924,Haute Performance,95.81735250700001,151.76120784841837
89.0,19.64677846,2.399579787,314.8906177,Haute Performance,111.046358247,183.56681179907764
85.0,31.6447624,4.33936309,301.5561908,Haute Performance,120.98412549000001,149.25269292864814
98.0,17.53880402,2.351623952,342.5758538,Haute Performance,117.890427972,190.58835368836284
67.0,22.92648803,5.522947611,237.9890855,Haute Performance,95.44943564100001,149.33524635505808
75.0,26.07350953,3.421472642,269.9365727,Haute Performance,104.494982172,158.32491387546358
95.0,30.06499774,4.96087232,341.4376388,Haute Performance,130.02587006,162.5920815930282
97.0,37.34694168,3.515729693,348.2155671,Haute Performance,137.86267137299998,152.5814737463422
34.0,4.444784543,1.415729265,121.0460117,Basse Performance,39.860513808,203.6739874529818
28.0,10.76096294,0.627232382,98.36075406,Basse Performance,39.388195322,149.72140321712402
51.0,20.12090649,3.424064454,178.5207935,Basse Performance,74.544970944,139.48066682339868
41.0,11.21191726,5.767485022,143.1223978,Basse Performance,57.979402282,146.85041957466515
59.0,13.99472911,5.248399204,212.3489244,Haute Performance,78.24312831399999,171.3962605736005
12.0,14.33248452,0.653011165,43.05887154,Basse Performance,26.985495685,59.5630187513452
98.0,34.03836813,3.568004941,349.2089862,Haute Performance,135.606373071,157.51664784748957
93.0,25.64704705,5.12437604,334.5425852,Haute Performance,123.77142309,170.29065098228565
43.0,13.84475165,5.092254231,156.982317,Basse Performance,61.937005881,153.45480422739712
24.0,14.0009677,0.919025298,87.56752443,Basse Performance,38.919992998000005,124.99367981515277
38.0,6.353393738,2.851748052,137.7317373,Basse Performance,47.20514179,191.77274355561255
95.0,37.81759713,4.893097259,342.1968478,Haute Performance,137.710694389,148.48966837199674
50.0,17.478614,6.264962348,173.8536921,Basse Performance,73.74357634799999,135.75435408716126
28.0,7.109081754,0.272962785,105.1633119,Basse Performance,35.382044539,197.22225855004882
13.0,4.418317603,0.015489152,44.87053361,Basse Performance,17.433806755,157.37656864374256
80.0,25.7239637,4.586275674,283.975969,Haute Performance,110.310239374,157.4339160276837
21.0,15.22178197,2.481028664,69.01476779,Basse Performance,38.702810634,78.3197826190206
30.0,13.94263904,2.597301175,106.6131284,Basse Performance,46.539940215,129.07878245541485
53.0,19.74143007,1.555014748,192.110626,Basse Performance,74.29644481800001,158.57310732781767
85.0,29.38321484,5.319155045,301.0045726,Haute Performance,119.702369885,151.4608297974217
11.0,3.634930909,1.388209091,41.02131018,Basse Performance,16.023139999999998,156.01292992509585
38.0,9.479729844,0.386659582,131.0365629,Basse Performance,47.866389426,173.7548506819772
24.0,5.617401248,3.243773719,89.24537133,Basse Performance,32.861174967,171.58301983913358
72.0,23.59536842,4.882771183,257.3921996,Haute Performance,100.478139603,156.16736199235422
63.0,21.11777814,0.500862283,223.8704545,Haute Performance,84.618640423,164.56399367904555
59.0,18.5906666,1.662433769,207.7180998,Haute Performance,79.253100369,162.0946042903949
13.0,0.095046942,0.111191033,44.17945113,Basse Performance,13.206237975,234.53471922612388
95.0,30.46523325,8.791080421,339.3760653,Haute Performance,134.256313671,152.7822014625349
90.0,25.69788544,4.923816865,321.7198206,Haute Performance,120.621702305,166.71802374875298
55.0,21.8064834,2.570983167,193.559832,Basse Performance,79.377466567,143.8473289351233
91.0,31.17432973,5.100238465,326.0744717,Haute Performance,127.274568195,156.19766487866968
95.0,26.64284202,6.894241261,339.9021026,Haute Performance,128.537083281,164.4389416063896
36.0,4.215084265,2.654877943,130.2854424,Basse Performance,42.869962208000004,203.90846105221735
21.0,3.108359667,1.361972659,73.42838169,Basse Performance,25.470332326,188.28984541770043
83.0,30.64496663,6.844189108,286.0981654,Haute Performance,120.489155738,137.44723219914644
55.0,18.58636671,2.324645797,197.7085755,Haute Performance,75.911012507,160.4478177415545
